game_id,action_id,goal
2500062,1442,False
2500061,156,False
2500061,248,False
2500061,266,False
2500061,269,False
2500061,321,False
2500061,343,False
2500061,386,False
2500061,436,False
2500061,451,False
2500061,467,False
2500061,689,False
2500061,715,False
2500061,761,True
2500061,767,True
2500061,840,False
2500061,858,False
2500061,860,False
2500061,1068,False
2500061,1092,False
2500061,1102,False
2500061,1244,False
2500061,1262,False
2500061,1286,False
2500060,135,False
2500060,182,False
2500060,212,False
2500060,236,False
2500060,313,False
2500060,348,False
2500060,379,False
2500060,450,False
2500060,477,False
2500060,491,False
2500060,641,False
2500060,697,False
2500060,719,True
2500060,758,False
2500060,766,False
2500060,773,False
2500060,792,False
2500060,838,False
2500060,849,False
2500060,851,False
2500060,856,False
2500060,860,True
2500060,970,False
2500060,992,False
2500060,1083,False
2500060,1110,True
2500060,1125,False
2500060,1151,True
2500060,1187,True
2500060,1228,False
2500059,19,False
2500059,145,False
2500059,240,False
2500059,382,False
2500059,390,False
2500059,414,False
2500059,448,False
2500059,458,True
2500059,487,False
2500059,576,False
2500059,650,False
2500059,688,False
2500059,769,False
2500059,1018,False
2500059,1022,False
2500059,1029,False
2500059,1058,False
2500059,1075,True
2500059,1243,False
2500059,1292,False
2500059,1317,False
2500058,34,False
2500058,42,False
2500058,153,False
2500058,188,False
2500058,209,False
2500058,399,False
2500058,422,False
2500058,440,False
2500058,462,False
2500058,466,False
2500058,521,False
2500058,582,False
2500058,654,False
2500058,747,False
2500058,783,False
2500058,798,False
2500058,802,False
2500058,825,False
2500058,863,False
2500058,890,False
2500058,896,False
2500058,917,False
2500058,1005,False
2500058,1009,False
2500058,1011,True
2500058,1029,False
2500058,1054,False
2500058,1113,True
2500058,1135,False
2500057,54,False
2500057,119,False
2500057,132,False
2500057,135,False
2500057,306,False
2500057,345,True
2500057,365,True
2500057,399,False
2500057,432,False
2500057,450,False
2500057,536,False
2500057,569,False
2500057,571,True
2500057,899,False
2500057,913,False
2500057,994,False
2500057,1011,False
2500057,1017,False
2500057,1021,False
2500057,1023,True
2500057,1064,False
2500057,1205,False
2500057,1223,False
2500057,1263,False
2500057,1318,False
2500056,81,False
2500056,155,False
2500056,180,False
2500056,322,False
2500056,348,False
2500056,351,False
2500056,354,False
2500056,407,False
2500056,472,False
2500056,519,False
2500056,583,False
2500056,620,False
2500056,622,False
2500056,688,False
2500056,745,False
2500056,767,False
2500056,808,False
2500056,836,False
2500056,947,False
2500056,979,False
2500056,1000,False
2500056,1018,True
2500056,1050,False
2500056,1052,False
2500056,1085,False
2500056,1117,False
2500055,176,False
2500055,249,False
2500055,345,True
2500055,441,False
2500055,453,False
2500055,555,False
2500055,574,False
2500055,581,False
2500055,621,False
2500055,645,False
2500055,651,False
2500055,701,False
2500055,801,False
2500055,815,False
2500055,819,False
2500055,826,False
2500055,863,True
2500055,987,True
2500055,1034,False
2500055,1049,True
2500055,1082,True
2500055,1092,False
2500055,1099,False
2500055,1160,False
2500055,1219,False
2500055,1222,False
2500054,60,False
2500054,139,False
2500054,211,True
2500054,239,False
2500054,282,False
2500054,345,False
2500054,406,True
2500054,470,False
2500054,496,False
2500054,500,False
2500054,508,False
2500054,527,False
2500054,898,False
2500054,921,False
2500054,928,True
2500054,1022,False
2500054,1072,False
2500054,1150,False
2500054,1176,False
2500054,1186,False
2500054,1276,False
2500053,84,False
2500053,165,False
2500053,195,False
2500053,300,False
2500053,377,False
2500053,380,False
2500053,395,False
2500053,521,False
2500053,566,False
2500053,600,False
2500053,721,False
2500053,754,False
2500053,776,False
2500053,853,False
2500053,875,False
2500053,884,False
2500053,961,False
2500053,1035,False
2500053,1094,False
2500053,1137,True
2500053,1169,False
2500053,1240,False
2500053,1387,False
2500052,71,False
2500052,126,False
2500052,128,True
2500052,134,False
2500052,247,False
2500052,264,False
2500052,317,False
2500052,328,False
2500052,384,False
2500052,530,False
2500052,667,False
2500052,861,False
2500052,873,False
2500052,952,False
2500052,986,False
2500052,1041,True
2500052,1056,False
2500052,1098,False
2500052,1186,False
2500052,1218,False
2500052,1226,False
2500052,1231,False
2500052,1240,False
2500052,1262,False
2500052,1309,False
2500052,1332,True
2500052,1358,False
2500051,109,False
2500051,353,False
2500051,389,False
2500051,412,False
2500051,432,False
2500051,789,False
2500051,791,False
2500051,838,False
2500051,962,False
2500051,1093,True
2500051,1102,False
2500050,39,False
2500050,62,False
2500050,64,True
2500050,75,False
2500050,144,False
2500050,148,False
2500050,153,False
2500050,157,False
2500050,161,True
2500050,203,True
2500050,222,False
2500050,260,False
2500050,270,True
2500050,393,False
2500050,410,True
2500050,528,False
2500050,611,False
2500050,639,False
2500050,747,False
2500050,761,False
2500050,809,False
2500050,953,False
2500050,958,False
2500050,1017,False
2500050,1057,False
2500049,92,False
2500049,94,True
2500049,107,True
2500049,145,False
2500049,318,False
2500049,421,False
2500049,582,False
2500049,602,False
2500049,635,False
2500049,646,False
2500049,677,False
2500049,718,False
2500049,725,False
2500049,737,False
2500049,800,False
2500049,806,False
2500049,842,False
2500049,850,False
2500049,857,False
2500049,883,True
2500049,933,False
2500049,988,False
2500048,54,False
2500048,144,False
2500048,166,False
2500048,172,False
2500048,210,False
2500048,245,False
2500048,293,False
2500048,571,False
2500048,656,False
2500048,658,False
2500048,714,False
2500048,738,False
2500048,774,False
2500048,780,True
2500048,807,False
2500048,917,False
2500048,1016,False
2500048,1068,True
2500048,1117,False
2500048,1184,False
2500048,1187,False
2500048,1204,False
2500048,1206,False
2500047,95,False
2500047,127,False
2500047,191,False
2500047,196,False
2500047,200,False
2500047,300,False
2500047,396,False
2500047,414,False
2500047,419,False
2500047,505,False
2500047,548,False
2500047,625,False
2500047,663,False
2500047,702,False
2500047,713,True
2500047,802,True
2500047,818,True
2500047,916,False
2500047,952,False
2500047,1050,False
2500046,150,False
2500046,171,False
2500046,175,False
2500046,230,False
2500046,281,False
2500046,343,False
2500046,435,False
2500046,617,False
2500046,691,True
2500046,732,True
2500046,773,True
2500046,829,False
2500046,832,False
2500046,878,False
2500046,880,False
2500046,904,False
2500046,939,False
2500046,941,False
2500046,978,False
2500046,1038,False
2500046,1051,False
2500046,1116,False
2500046,1133,False
2500046,1161,False
2500045,59,False
2500045,292,False
2500045,310,False
2500045,367,True
2500045,427,True
2500045,457,False
2500045,504,False
2500045,571,False
2500045,599,False
2500045,738,False
2500045,758,False
2500045,802,True
2500045,818,True
2500045,889,False
2500045,959,False
2500045,982,True
2500045,1034,False
2500045,1109,False
2500045,1146,False
2500045,1188,False
2500045,1196,False
2500045,1233,False
2500044,22,False
2500044,29,False
2500044,221,False
2500044,257,True
2500044,423,False
2500044,588,False
2500044,714,False
2500044,724,False
2500044,746,False
2500044,759,False
2500044,765,False
2500044,936,True
2500044,975,False
2500044,1030,True
2500044,1061,False
2500043,107,False
2500043,149,False
2500043,187,False
2500043,196,False
2500043,244,False
2500043,258,False
2500043,376,False
2500043,467,False
2500043,533,False
2500043,614,False
2500043,643,False
2500043,964,False
2500043,1016,False
2500043,1018,False
2500043,1053,False
2500043,1208,False
2500043,1219,False
2500042,58,False
2500042,72,False
2500042,218,False
2500042,336,False
2500042,339,False
2500042,465,False
2500042,484,False
2500042,544,False
2500042,548,True
2500042,600,False
2500042,712,False
2500042,723,False
2500042,787,False
2500042,846,False
2500042,899,False
2500042,1032,False
2500042,1080,True
2500042,1117,False
2500042,1122,False
2500042,1150,False
2500042,1169,False
2500042,1225,False
2500042,1258,False
2500042,1266,False
2500042,1306,False
2500042,1323,False
2500042,1327,False
2500041,10,False
2500041,37,False
2500041,48,False
2500041,85,False
2500041,92,False
2500041,108,False
2500041,183,False
2500041,382,False
2500041,424,True
2500041,481,False
2500041,484,False
2500041,582,False
2500041,694,False
2500041,700,False
2500041,837,False
2500041,854,False
2500041,872,False
2500041,897,False
2500041,1064,False
2500041,1067,False
2500041,1071,False
2500041,1086,False
2500041,1132,False
2500041,1159,False
2500041,1204,False
2500041,1223,False
2500040,138,False
2500040,155,False
2500040,294,True
2500040,490,True
2500040,550,False
2500040,571,False
2500040,625,True
2500040,635,False
2500040,684,False
2500040,731,False
2500040,789,False
2500040,794,False
2500040,864,False
2500040,882,False
2500040,924,False
2500040,1019,False
2500040,1037,False
2500040,1100,False
2500040,1154,True
2500040,1172,False
2500040,1209,False
2500040,1214,False
2500040,1241,True
2500040,1296,False
2500040,1390,False
2500039,13,False
2500039,36,False
2500039,119,False
2500039,129,False
2500039,262,False
2500039,295,False
2500039,356,False
2500039,427,False
2500039,452,False
2500039,464,False
2500039,505,False
2500039,525,False
2500039,620,False
2500039,622,False
2500039,679,False
2500039,694,True
2500039,712,False
2500039,716,False
2500039,751,False
2500039,785,False
2500039,846,False
2500039,891,False
2500039,938,True
2500039,1008,False
2500039,1021,False
2500039,1043,False
2500039,1059,False
2500039,1072,True
2500039,1086,False
2500039,1221,False
2500039,1281,True
2500039,1337,False
2500038,59,False
2500038,146,False
2500038,248,False
2500038,329,True
2500038,406,False
2500038,487,False
2500038,531,False
2500038,535,False
2500038,647,False
2500038,656,False
2500038,722,False
2500038,858,False
2500038,924,False
2500038,939,False
2500038,982,False
2500038,1032,False
2500038,1034,True
2500038,1125,True
2500038,1151,False
2500037,49,False
2500037,96,False
2500037,149,False
2500037,203,True
2500037,323,False
2500037,334,False
2500037,363,False
2500037,382,False
2500037,413,False
2500037,415,False
2500037,477,False
2500037,485,False
2500037,533,False
2500037,536,False
2500037,545,False
2500037,553,False
2500037,581,False
2500037,585,True
2500037,599,False
2500037,647,False
2500037,649,False
2500037,674,True
2500037,695,False
2500037,760,False
2500037,826,False
2500037,1018,False
2500037,1147,False
2500037,1158,False
2500037,1178,True
2500036,148,False
2500036,167,False
2500036,176,True
2500036,190,False
2500036,238,False
2500036,283,False
2500036,301,False
2500036,326,False
2500036,331,False
2500036,477,True
2500036,510,False
2500036,545,False
2500036,573,False
2500036,575,True
2500036,590,False
2500036,696,False
2500036,711,False
2500036,791,False
2500036,797,False
2500036,815,False
2500036,828,False
2500036,909,False
2500036,968,False
2500036,981,False
2500036,983,True
2500036,999,False
2500036,1036,False
2500036,1054,False
2500036,1067,False
2500036,1084,False
2500036,1151,False
2500036,1169,True
2500035,30,False
2500035,71,False
2500035,77,False
2500035,182,False
2500035,184,False
2500035,195,False
2500035,259,False
2500035,315,False
2500035,342,False
2500035,367,False
2500035,425,False
2500035,529,False
2500035,556,False
2500035,583,False
2500035,659,False
2500035,812,False
2500035,896,False
2500035,926,False
2500035,974,False
2500035,1126,True
2500035,1175,False
2500034,90,True
2500034,191,False
2500034,202,False
2500034,270,False
2500034,347,True
2500034,494,False
2500034,645,False
2500034,705,False
2500034,883,False
2500034,900,False
2500034,930,False
2500034,937,False
2500034,1116,False
2500034,1229,False
2500033,65,True
2500033,141,False
2500033,150,False
2500033,155,True
2500033,207,False
2500033,214,False
2500033,218,False
2500033,237,False
2500033,247,False
2500033,258,False
2500033,361,False
2500033,363,False
2500033,445,False
2500033,473,False
2500033,518,True
2500033,528,False
2500033,817,False
2500033,831,False
2500033,955,True
2500033,975,False
2500033,1100,False
2500033,1159,False
2500033,1326,False
2500033,1381,False
2500032,144,False
2500032,184,False
2500032,186,False
2500032,189,True
2500032,215,False
2500032,338,False
2500032,418,False
2500032,441,False
2500032,565,False
2500032,615,False
2500032,657,False
2500032,659,False
2500032,662,False
2500032,769,True
2500032,786,False
2500032,900,False
2500032,912,False
2500032,937,False
2500032,1237,False
2500032,1252,True
2500032,1304,False
2500032,1402,False
2500031,143,False
2500031,152,False
2500031,169,False
2500031,302,False
2500031,398,False
2500031,448,False
2500031,464,True
2500031,591,False
2500031,633,False
2500031,656,False
2500031,682,False
2500031,700,True
2500031,705,False
2500031,735,False
2500031,923,False
2500031,946,False
2500031,956,True
2500031,982,False
2500031,998,False
2500031,1000,True
2500031,1020,False
2500031,1050,False
2500031,1116,False
2500031,1264,False
2500031,1386,False
2500030,138,False
2500030,153,False
2500030,229,False
2500030,475,False
2500030,515,False
2500030,522,False
2500030,563,False
2500030,670,False
2500030,697,False
2500030,699,False
2500030,771,False
2500030,785,False
2500030,940,False
2500030,989,False
2500030,1049,False
2500030,1106,False
2500030,1129,True
2500030,1172,False
2500030,1209,False
2500030,1246,True
2500029,64,False
2500029,69,False
2500029,264,False
2500029,356,False
2500029,457,False
2500029,463,False
2500029,497,False
2500029,605,False
2500029,643,False
2500029,665,False
2500029,833,False
2500029,851,False
2500029,853,False
2500029,945,False
2500029,967,False
2500029,1006,False
2500029,1017,False
2500029,1024,False
2500029,1028,False
2500029,1073,True
2500029,1092,False
2500029,1156,False
2500029,1188,False
2500029,1190,False
2500029,1194,True
2500029,1219,True
2500029,1264,False
2500028,125,False
2500028,172,False
2500028,203,False
2500028,269,False
2500028,331,False
2500028,340,False
2500028,377,False
2500028,379,False
2500028,470,False
2500028,549,False
2500028,557,False
2500028,644,False
2500028,708,False
2500028,766,False
2500028,786,False
2500028,831,False
2500028,908,False
2500028,1032,False
2500028,1085,False
2500028,1150,False
2500028,1162,False
2500028,1287,False
2500028,1341,False
2500028,1389,False
2500027,97,False
2500027,149,False
2500027,183,False
2500027,330,False
2500027,344,False
2500027,394,False
2500027,446,False
2500027,466,False
2500027,547,False
2500027,557,False
2500027,561,False
2500027,563,False
2500027,651,False
2500027,715,True
2500027,756,False
2500027,798,False
2500027,801,False
2500027,854,False
2500027,882,False
2500027,888,False
2500027,1011,False
2500027,1174,False
2500027,1200,False
2500027,1260,False
2500026,27,False
2500026,87,False
2500026,92,False
2500026,97,False
2500026,374,False
2500026,445,False
2500026,465,False
2500026,511,False
2500026,595,False
2500026,605,False
2500026,614,False
2500026,695,False
2500026,709,False
2500026,745,False
2500026,842,False
2500026,881,False
2500026,932,False
2500026,936,True
2500026,990,False
2500026,1037,False
2500026,1074,False
2500026,1090,False
2500026,1116,False
2500026,1129,False
2500025,37,False
2500025,82,False
2500025,124,False
2500025,156,False
2500025,184,False
2500025,336,False
2500025,389,False
2500025,591,False
2500025,650,False
2500025,657,False
2500025,696,False
2500025,712,False
2500025,721,False
2500025,741,False
2500025,814,False
2500025,838,False
2500025,849,False
2500025,851,False
2500025,855,True
2500025,894,False
2500025,914,True
2500025,952,False
2500025,960,False
2500025,974,True
2500025,1000,False
2500025,1047,False
2500024,180,False
2500024,194,False
2500024,202,False
2500024,248,False
2500024,270,True
2500024,348,True
2500024,441,False
2500024,463,False
2500024,483,False
2500024,552,False
2500024,562,True
2500024,783,False
2500024,921,False
2500024,929,False
2500024,985,False
2500024,990,False
